,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_ct__normalizer,param_ct__scaler__n_quantiles,param_model__alpha,param_model__hidden_layer_sizes,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,6.2705676555633545,0.051387362545238895,0.018421490987141926,0.0006371230068226831,Normalizer(),10,0.001,"(10, 10)","{'ct__normalizer': Normalizer(), 'ct__scaler__n_quantiles': 10, 'model__alpha': 0.001, 'model__hidden_layer_sizes': (10, 10)}",0.7751600507446491,0.8974016794146529,0.9153422402418852,0.8626346568003956,0.0622860121223321,33
1,16.407856305440266,0.6254949581365468,0.03710484504699707,0.001957430483264606,Normalizer(),10,0.001,"(30, 30)","{'ct__normalizer': Normalizer(), 'ct__scaler__n_quantiles': 10, 'model__alpha': 0.001, 'model__hidden_layer_sizes': (30, 30)}",0.9317273709347141,0.9332691325826494,0.9278140040073383,0.9309368358415672,0.002296129532266075,14
2,31.65822736422221,8.052426755623944,0.04799652099609375,0.007223629955634555,Normalizer(),10,0.001,"(50, 50)","{'ct__normalizer': Normalizer(), 'ct__scaler__n_quantiles': 10, 'model__alpha': 0.001, 'model__hidden_layer_sizes': (50, 50)}",0.9372913361934804,0.9351677774050959,0.9314634844137902,0.9346408660041222,0.0024082069138491786,10
3,6.924565394719441,0.17037688461831388,0.020876328150431316,0.0013689544753675551,Normalizer(),10,0.01,"(10, 10)","{'ct__normalizer': Normalizer(), 'ct__scaler__n_quantiles': 10, 'model__alpha': 0.01, 'model__hidden_layer_sizes': (10, 10)}",0.905815479338639,0.913340712983098,0.905879387535587,0.9083451932857747,0.0035324622054282323,27
4,29.76969313621521,7.1055652299059195,0.04621434211730957,0.006740562860927244,Normalizer(),10,0.01,"(30, 30)","{'ct__normalizer': Normalizer(), 'ct__scaler__n_quantiles': 10, 'model__alpha': 0.01, 'model__hidden_layer_sizes': (30, 30)}",0.932914537111847,0.931587411676887,0.9233364838757037,0.9292794775548124,0.004237113473618223,20
5,20.342281421025593,0.5218068858405519,0.04090126355489095,0.0008272306412175794,Normalizer(),10,0.01,"(50, 50)","{'ct__normalizer': Normalizer(), 'ct__scaler__n_quantiles': 10, 'model__alpha': 0.01, 'model__hidden_layer_sizes': (50, 50)}",0.936587280359775,0.935989932465088,0.9346688274972917,0.9357486801073849,0.0008015682010765022,6
6,6.407119909922282,0.17281377677484944,0.02003955841064453,0.0016320674678339513,Normalizer(),10,0.1,"(10, 10)","{'ct__normalizer': Normalizer(), 'ct__scaler__n_quantiles': 10, 'model__alpha': 0.1, 'model__hidden_layer_sizes': (10, 10)}",0.8416969068303318,0.9209484483356342,0.8213647901790087,0.8613367151149914,0.042961360896023405,34
7,17.483834107716877,0.7103688547167119,0.03755656878153483,0.0009468362218062467,Normalizer(),10,0.1,"(30, 30)","{'ct__normalizer': Normalizer(), 'ct__scaler__n_quantiles': 10, 'model__alpha': 0.1, 'model__hidden_layer_sizes': (30, 30)}",0.9311205143159704,0.9320749574539864,0.9297885565829864,0.9309946761176477,0.0009376508500307807,13
8,20.77704604466756,0.2424506583442379,0.04028749465942383,0.0008978117092768095,Normalizer(),10,0.1,"(50, 50)","{'ct__normalizer': Normalizer(), 'ct__scaler__n_quantiles': 10, 'model__alpha': 0.1, 'model__hidden_layer_sizes': (50, 50)}",0.9384474113752823,0.9354462287195026,0.9356096667638444,0.9365011022862099,0.0013778648461150365,2
9,6.331915458043416,0.029908202707152335,0.020749251047770183,0.0005753406816954762,Normalizer(),100,0.001,"(10, 10)","{'ct__normalizer': Normalizer(), 'ct__scaler__n_quantiles': 100, 'model__alpha': 0.001, 'model__hidden_layer_sizes': (10, 10)}",0.9077686901456612,0.9062330390644733,0.9103939745603878,0.9081319012568407,0.0017180003460910928,28
10,16.38650433222453,0.4136854959174721,0.03933978080749512,0.0013610728452102658,Normalizer(),100,0.001,"(30, 30)","{'ct__normalizer': Normalizer(), 'ct__scaler__n_quantiles': 100, 'model__alpha': 0.001, 'model__hidden_layer_sizes': (30, 30)}",0.9271779771949232,0.9289600646369078,0.9280735911886777,0.9280705443401697,0.0007275373416231777,23
11,20.82003577550252,0.45664278641123096,0.04301611582438151,0.0015728994418582202,Normalizer(),100,0.001,"(50, 50)","{'ct__normalizer': Normalizer(), 'ct__scaler__n_quantiles': 100, 'model__alpha': 0.001, 'model__hidden_layer_sizes': (50, 50)}",0.9372143289475469,0.935190856698893,0.9335628308363024,0.9353226721609141,0.0014936289367680517,8
12,6.314651409784953,0.037382262283530955,0.020461161931355793,9.910689408357394e-05,Normalizer(),100,0.01,"(10, 10)","{'ct__normalizer': Normalizer(), 'ct__scaler__n_quantiles': 100, 'model__alpha': 0.01, 'model__hidden_layer_sizes': (10, 10)}",0.9189973980086088,0.9053968863028342,0.9148637079086513,0.9130859974066982,0.005692900294009137,25
13,16.49481789271037,0.22917099858881304,0.03911630312601725,0.00045498321149937097,Normalizer(),100,0.01,"(30, 30)","{'ct__normalizer': Normalizer(), 'ct__scaler__n_quantiles': 100, 'model__alpha': 0.01, 'model__hidden_layer_sizes': (30, 30)}",0.9332410099629223,0.9302257004517622,0.928697328414172,0.9307213462762854,0.001887769246427991,16
14,23.580153385798138,3.8674011922536526,0.04698053995768229,0.007596284083567374,Normalizer(),100,0.01,"(50, 50)","{'ct__normalizer': Normalizer(), 'ct__scaler__n_quantiles': 100, 'model__alpha': 0.01, 'model__hidden_layer_sizes': (50, 50)}",0.9356074408693382,0.9364353493255663,0.9359087102004827,0.9359838334651291,0.000342141034898203,5
